artist,song,album,album2
Elvis Presley,Moonlight Swim,Blue Hawaii,Blue Hawaii
Elvis Presley,Ku-U-I-Po,Blue Hawaii,Blue Hawaii
Elvis Presley,Ito Eats,Blue Hawaii,Blue Hawaii
Elvis Presley,Slicin' Sand,Blue Hawaii,Blue Hawaii
Elvis Presley,Hawaiian Sunset,Blue Hawaii,Blue Hawaii
Elvis Presley,Beach Boy Blues,Blue Hawaii,Blue Hawaii
Elvis Presley,Island Of Love,Blue Hawaii,Blue Hawaii
Elvis Presley,Hawaiian Wedding Song,Blue Hawaii,Blue Hawaii
Elvis Presley,Kiss Me Quick,Pot Luck,Pot Luck
Elvis Presley,Just For Old Time Sake,Pot Luck,Pot Luck
Elvis Presley,Gonna Get Back Home Somehow,Pot Luck,Pot Luck
Elvis Presley,(Such An) Easy Question,Pot Luck,Pot Luck
Elvis Presley,Steppin' Out Of Line,Pot Luck,Pot Luck
Elvis Presley,I'm Yours,Pot Luck,Pot Luck
Elvis Presley,Something Blue,Pot Luck,Pot Luck
Elvis Presley,Suspicion,Pot Luck,Pot Luck
Elvis Presley,I Feel That I've Known You Forever,Pot Luck,Pot Luck
Elvis Presley,Night Rider,Pot Luck,Pot Luck
Elvis Presley,Fountain Of Love,Pot Luck,Pot Luck
Elvis Presley,That's Someone You Never Forget,Pot Luck,Pot Luck
Elvis Presley,Girls! Girls! Girls!,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,I Don't Wanna Be Tied,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Where Do You Come From,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,I Don't Want To,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,We'll Be Together,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,"A Boy Like Me, A Girl Like You",Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Earth Boy,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Return To Sender,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Because Of Love,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Thanks To The Rolling Sea,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Song Of The Shrimp,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,The Walls Have Ears,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,We're Comin' In Loaded,Girls! Girls! Girls!,Girls! Girls! Girls!
Elvis Presley,Beyond The Bend,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,Relax,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,Take Me To The Fair,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,They Remind Me Too Much Of You,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,One Broken Heart For Sale,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,I'm Falling In Love Tonight,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,Cotton Candy Land,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,A World Of Our Own,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,How Would You Like To Be?,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,Happy Ending,It Happened At The World's Fair,It Happened At The World's Fair
Elvis Presley,It's Now Or Never,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Stuck On You,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Fame And Fortune,Elvis' Golden Records Volume 3,Elvis' Golden Records Volume 3
Elvis Presley,I Gotta Know,Elvis' Golden Records Volume 3,Elvis' Golden Records Volume 3
Elvis Presley,Surrender,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,I Feel So Bad,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,Are You Lonesome Tonight?,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,(Marie's The Name Of) His Latest Flame,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Little Sister,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,Good Luck Charm,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Anything That's Part Of You,Elvis' Golden Records Volume 3,Elvis' Golden Records Volume 3
Elvis Presley,She's Not You,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Fun In Acapulco,Fun In Acapulco,Fun In Acapulco
Elvis Presley,"Vino, Dinero Y Amor",Fun In Acapulco,Fun In Acapulco
Elvis Presley,Mexico,Fun In Acapulco,Fun In Acapulco
Elvis Presley,El Toro,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Marguerita,Fun In Acapulco,Fun In Acapulco
Elvis Presley,The Bullfighter Was A Lady,Fun In Acapulco,Fun In Acapulco
Elvis Presley,No Room To Rhumba In A Sports Car,Fun In Acapulco,Fun In Acapulco
Elvis Presley,I Think I'm Gonna Like It Here,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Bossa Nova Baby,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,You Can't Say No In Acapulco,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Guadalajara,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Love Me Tonight,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Slowly But Surely,Fun In Acapulco,Fun In Acapulco
Elvis Presley,Kissin' Cousins (No. 2),Kissin' Cousins,Kissin' Cousins
Elvis Presley,Smokey Mountain Boy,Kissin' Cousins,Kissin' Cousins
Elvis Presley,There's Gold In The Mountains,Kissin' Cousins,Kissin' Cousins
Elvis Presley,"One Boy, Two Little Girls",Kissin' Cousins,Kissin' Cousins
Elvis Presley,Catchin' On Fast,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Tender Feeling,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Anyone ( Could Fall In Love With You ),Kissin' Cousins,Kissin' Cousins
Elvis Presley,Barefoot Ballad,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Once Is Enough,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Kissin' Cousins,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Echoes Of Love,Kissin' Cousins,Kissin' Cousins
Elvis Presley,(It's A) Long Lonely Highway,Kissin' Cousins,Kissin' Cousins
Elvis Presley,Roustabout,Roustabout,Roustabout
Elvis Presley,Little Egypt,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Poison Ivy League,Roustabout,Roustabout
Elvis Presley,Hard Knocks,Roustabout,Roustabout
Elvis Presley,It's A Wonderful World,Roustabout,Roustabout
Elvis Presley,"Big Love, Big Heartache",Roustabout,Roustabout
Elvis Presley,One Track Heart,Roustabout,Roustabout
Elvis Presley,It's Carnival Time,Roustabout,Roustabout
Elvis Presley,Carny Town,Roustabout,Roustabout
Elvis Presley,There's A Brand New Day On The Horizon,Roustabout,Roustabout
Elvis Presley,Wheels On My Heels,Roustabout,Roustabout
Elvis Presley,Girl Happy,Girl Happy,Girl Happy
Elvis Presley,Spring Fever,Girl Happy,Girl Happy
Elvis Presley,Fort Lauderdale Chamber Of Commerce,Girl Happy,Girl Happy
Elvis Presley,Startin' Tonight,Girl Happy,Girl Happy
Elvis Presley,Wolf Call,Girl Happy,Girl Happy
Elvis Presley,Do Not Disturb,Girl Happy,Girl Happy
Elvis Presley,Cross My Heart And Hope To Die,Girl Happy,Girl Happy
Elvis Presley,The Meanest Girl In Town,Girl Happy,Girl Happy
Elvis Presley,Do The Clam,Girl Happy,Girl Happy
Elvis Presley,Puppet On A String,Girl Happy,Girl Happy
Elvis Presley,I've Got To Find My Baby,Girl Happy,Girl Happy
Elvis Presley,You'll Be Gone,Girl Happy,Girl Happy
Elvis Presley,Your Cheatin' Heart,Elvis For Everyone,Elvis For Everyone
Elvis Presley,"Summer Kisses, Winter Tears",Elvis For Everyone,Elvis For Everyone
Elvis Presley,"Finders Keepers, Losers Weepers",Elvis For Everyone,Elvis For Everyone
Elvis Presley,In My Way,Elvis For Everyone,Elvis For Everyone
Elvis Presley,Tomorrow Night,Elvis For Everyone,Elvis For Everyone
Elvis Presley,Memphis Tennessee,Elvis For Everyone,Elvis For Everyone
Elvis Presley,For The Millionth And The Last Time,Elvis For Everyone,Elvis For Everyone
Elvis Presley,Forget Me Never,Elvis For Everyone,Elvis For Everyone
Elvis Presley,Sound Advice,Elvis For Everyone,Elvis For Everyone
Elvis Presley,Santa Lucia,Elvis For Everyone,Elvis For Everyone
Elvis Presley,I Met Her Today,Elvis For Everyone,Elvis For Everyone
Elvis Presley,"When It Rains, It Really Pours",Elvis For Everyone,Elvis For Everyone
Elvis Presley,Harem Holiday,Harum Scarum,Harum Scarum
Elvis Presley,My Desert Serenade,Harum Scarum,Harum Scarum
Elvis Presley,"Go East, Young Man",Harum Scarum,Harum Scarum
Elvis Presley,Mirage,Harum Scarum,Harum Scarum
Elvis Presley,Kismet,Harum Scarum,Harum Scarum
Elvis Presley,Shake That Tambourine,Harum Scarum,Harum Scarum
Elvis Presley,Hey Little Girl,Harum Scarum,Harum Scarum
Elvis Presley,Golden Coins,Harum Scarum,Harum Scarum
Elvis Presley,"So Close, Yet So Far",Harum Scarum,Harum Scarum
Elvis Presley,Animal Instinct,Harum Scarum,Harum Scarum
Elvis Presley,Wisdom Of The Ages,Harum Scarum,Harum Scarum
Elvis Presley,Frankie And Johnny,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Come Along,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Petunia The Gardener's Daughter,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Chesay,Frankie And Johnny,Frankie And Johnny
Elvis Presley,What Every Woman Lives For,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Look Out Broadway,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Beginner's Luck,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Down By The Riverside,Frankie And Johnny,Frankie And Johnny
Elvis Presley,When The Saints Go Marchin' In,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Shout It Out,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Hard Luck,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Please Don't Stop Loving Me,Frankie And Johnny,Frankie And Johnny
Elvis Presley,Everybody Come Aboard,Frankie And Johnny,Frankie And Johnny
Elvis Presley,"Paradise, Hawaiian Style","Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Queenie Wahine's Papaya,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Scratch My Back,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Drums Of The Islands,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Datin',"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,A Dog's Life,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,House Of Sand,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Stop Where You Are,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,This Is My Heaven,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Sand Castles,"Paradise, Hawaiian Style","Paradise, Hawaiian Style"
Elvis Presley,Stop Look And Listen,Spinout,Spinout
Elvis Presley,Adam And Evil,Spinout,Spinout
Elvis Presley,All That I Am,Spinout,Spinout
Elvis Presley,Never Say Yes,Spinout,Spinout
Elvis Presley,Am I Ready,Spinout,Spinout
Elvis Presley,Beach Shack,Spinout,Spinout
Elvis Presley,Spinout,Spinout,Spinout
Elvis Presley,Smorgasbord,Spinout,Spinout
Elvis Presley,I'll Be Back,Spinout,Spinout
Elvis Presley,Tomorrow Is A Long Time,Spinout,Spinout
Elvis Presley,Down In The Alley,Spinout,Spinout
Elvis Presley,I'll Remember You,Aloha From Hawaii: Via Satellite,Aloha From Hawaii: Via Satellite
Elvis Presley,How Great Thou Art,Elvis: As Recorded Live On Stage In Memphis,Elvis: As Recorded Live On Stage In Memphis
Elvis Presley,In The Garden,How Great Thou Art,How Great Thou Art
Elvis Presley,Somebody Bigger Than You And I,How Great Thou Art,How Great Thou Art
Elvis Presley,Farther Along,How Great Thou Art,How Great Thou Art
Elvis Presley,Stand By Me,How Great Thou Art,How Great Thou Art
Elvis Presley,Without Him,How Great Thou Art,How Great Thou Art
Elvis Presley,So High,How Great Thou Art,How Great Thou Art
Elvis Presley,Where Could I Go But To The Lord,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,By And By,How Great Thou Art,How Great Thou Art
Elvis Presley,If The Lord Wasn't Walking By My Side,How Great Thou Art,How Great Thou Art
Elvis Presley,Run On,How Great Thou Art,How Great Thou Art
Elvis Presley,Where No One Stands Alone,How Great Thou Art,How Great Thou Art
Elvis Presley,Crying In The Chapel,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Double Trouble,Double Trouble,Double Trouble
Elvis Presley,"Baby, If You'll Give Me All Of Your Love",Double Trouble,Double Trouble
Elvis Presley,Could I Fall In Love,Double Trouble,Double Trouble
Elvis Presley,Long Legged Girl (With The Short Dress On),Double Trouble,Double Trouble
Elvis Presley,City By Night,Double Trouble,Double Trouble
Elvis Presley,Old MacDonald,Double Trouble,Double Trouble
Elvis Presley,I Love Only One Girl,Double Trouble,Double Trouble
Elvis Presley,There's So Much World To See,Double Trouble,Double Trouble
Elvis Presley,It Won't Be Long,Double Trouble,Double Trouble
Elvis Presley,Never Ending,Double Trouble,Double Trouble
Elvis Presley,Blue River,Double Trouble,Double Trouble
Elvis Presley,"What Now, What Next, Where To",Double Trouble,Double Trouble
Elvis Presley,Guitar Man,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Clambake,Clambake,Clambake
Elvis Presley,Who Needs Money,Clambake,Clambake
Elvis Presley,A House That Has Everything,Clambake,Clambake
Elvis Presley,Confidence,Clambake,Clambake
Elvis Presley,"Hey, Hey, Hey",Clambake,Clambake
Elvis Presley,You Don't Know Me,Clambake,Clambake
Elvis Presley,The Girl I Never Loved,Clambake,Clambake
Elvis Presley,How Can You Lose What You Never Had?,Clambake,Clambake
Elvis Presley,Big Boss Man,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Singing Tree,Clambake,Clambake
Elvis Presley,Just Call Me Lonesome,Clambake,Clambake
Elvis Presley,Love Letters,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,Witchcraft,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,It Hurts Me,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,What'd I Say,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,Please Don't Drag That String Around,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,Indescribably Blue,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,(You're The) Devil In Disguise,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Lonely Man,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,A Mess Of Blues,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,Ask Me,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,Ain't That Loving You Baby,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,Just Tell Her Jim Said Hello,Elvis' Gold Records Volume 4,Elvis' Gold Records Volume 4
Elvis Presley,Speedway,Speedway,Speedway
Elvis Presley,There Ain't Nothing Like A Song,Speedway,Speedway
Elvis Presley,Your Time Hasn't Come Yet Baby,Speedway,Speedway
Elvis Presley,Who Are You (Who Am I?),Speedway,Speedway
Elvis Presley,"He's Your Uncle, Not Your Dad",Speedway,Speedway
Elvis Presley,Let Yourself Go,Speedway,Speedway
Elvis Presley,Five Sleepy Heads,Speedway,Speedway
Elvis Presley,Western Union,Speedway,Speedway
Elvis Presley,Mine,Speedway,Speedway
Elvis Presley,Going Home,Speedway,Speedway
Elvis Presley,Suppose,Speedway,Speedway
Elvis Presley,"Baby, What You Want Me To Do",Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Up Above My Head,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Saved,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,Memories,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,Nothingville,Elvis (NBC TV Special),Elvis (NBC TV Special)
Elvis Presley,If I Can Dream,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,Flaming Star,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,Wonderful World,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,Night Life,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,All I Needed Was The Rain,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,Too Much Monkey Business,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,The Yellow Rose Of Texas / The Eyes Of Texas,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,She's A Machine,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,Do The Vega,Elvis Sings Flaming Star,Elvis Sings Flaming Star
Elvis Presley,Tiger Man,Elvis In Person At The International Hotel,Elvis In Person At The International Hotel
Elvis Presley,Wearin' That Loved On Look,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,Only The Strong Survive,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,I'll Hold You In My Heart (Till I Can Hold You In My Arms),From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,Long Black Limousine,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,It Keeps Right On A-Hurtin',From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,I'm Movin' On,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,Power Of My Love,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,Gentle On My Mind,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,After Loving You,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,True Love Travels On A Gravel Road,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,Any Day Now,From Elvis In Memphis,From Elvis In Memphis
Elvis Presley,In The Ghetto,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Inherit The Wind,Back In Memphis,Back In Memphis
Elvis Presley,This Is The Story,Back In Memphis,Back In Memphis
Elvis Presley,Stranger In My Own Home Town,Back In Memphis,Back In Memphis
Elvis Presley,A Little Bit Of Green,Back In Memphis,Back In Memphis
Elvis Presley,And The Grass Won't Pay No Mind,Back In Memphis,Back In Memphis
Elvis Presley,Do You Know Who I Am,Back In Memphis,Back In Memphis
Elvis Presley,From A Jack To A King,Back In Memphis,Back In Memphis
Elvis Presley,The Fair's Moving On,Back In Memphis,Back In Memphis
Elvis Presley,You'll Think Of Me,Back In Memphis,Back In Memphis
Elvis Presley,Without Love,Back In Memphis,Back In Memphis
Elvis Presley,Johnny B. Good,Aloha From Hawaii: Via Satellite,Aloha From Hawaii: Via Satellite
Elvis Presley,I Can't Stop Loving You,Elvis: As Recorded Live On Stage In Memphis,Elvis: As Recorded Live On Stage In Memphis
Elvis Presley,My Babe,Elvis In Person At The International Hotel,Elvis In Person At The International Hotel
Elvis Presley,Words,Elvis In Person At The International Hotel,Elvis In Person At The International Hotel
Elvis Presley,Suspicious Minds,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,"Stay Away, Joe",Almost In Love,Almost In Love
Elvis Presley,If I'm A Fool (For Loving You),Let's Be Friends,Let's Be Friends
Elvis Presley,Let's Be Friends,Let's Be Friends,Let's Be Friends
Elvis Presley,Let's Forget About The Stars,Let's Be Friends,Let's Be Friends
Elvis Presley,Mama,Let's Be Friends,Let's Be Friends
Elvis Presley,I'll Be There,Let's Be Friends,Let's Be Friends
Elvis Presley,Almost,Let's Be Friends,Let's Be Friends
Elvis Presley,Change Of Habit,Let's Be Friends,Let's Be Friends
Elvis Presley,Have A Happy,Let's Be Friends,Let's Be Friends
Elvis Presley,See See Rider,Elvis: As Recorded Live On Stage In Memphis,Elvis: As Recorded Live On Stage In Memphis
Elvis Presley,Release Me,On Stage,On Stage
Elvis Presley,Sweet Caroline,On Stage,On Stage
Elvis Presley,Runaway,On Stage,On Stage
Elvis Presley,The Wonder Of You,ELV1S: 30 #1 Hits,ELV1S: 30 #1 Hits
Elvis Presley,Polk Salad Annie,Elvis: As Recorded At Madison Square Garden,Elvis: As Recorded At Madison Square Garden
Elvis Presley,Yesterday,On Stage,On Stage
Elvis Presley,Proud Mary,Elvis: As Recorded At Madison Square Garden,Elvis: As Recorded At Madison Square Garden
Elvis Presley,Walk A Mile In My Shoes,On Stage,On Stage
Elvis Presley,Let It Be Me,On Stage,On Stage
Elvis Presley,Almost In Love,Almost In Love,Almost In Love
Elvis Presley,Long Legged Girl,Almost In Love,Almost In Love
Elvis Presley,Edge Of Reality,Almost In Love,Almost In Love
Elvis Presley,My Little Friend,Almost In Love,Almost In Love
Elvis Presley,A Little Less Conversation,Almost In Love,Almost In Love
Elvis Presley,Rubberneckin',Almost In Love,Almost In Love
Elvis Presley,Clean Up Your Own Backyard,Almost In Love,Almost In Love
Elvis Presley,U.S. Male,Almost In Love,Almost In Love
Elvis Presley,Charro!,Almost In Love,Almost In Love
Elvis Presley,I Just Can't Help Believin',That's The Way It Is,That's The Way It Is
Elvis Presley,Twenty Days And Twenty Nights,That's The Way It Is,That's The Way It Is
Elvis Presley,How The Web Was Woven,That's The Way It Is,That's The Way It Is
Elvis Presley,Patch It Up,That's The Way It Is,That's The Way It Is
Elvis Presley,Mary In The Morning,That's The Way It Is,That's The Way It Is
Elvis Presley,You Don't Have To Say You Love Me,ELVIIS: 2nd To None,ELVIIS: 2nd To None
Elvis Presley,You've Lost That Lovin' Feelin',Elvis: As Recorded At Madison Square Garden,Elvis: As Recorded At Madison Square Garden
Elvis Presley,I've Lost You,That's The Way It Is,That's The Way It Is
Elvis Presley,Just Pretend,That's The Way It Is,That's The Way It Is
Elvis Presley,Stranger In The Crowd,That's The Way It Is,That's The Way It Is
Elvis Presley,The Next Step Is Love,That's The Way It Is,That's The Way It Is
Elvis Presley,Bridge Over Troubled Water,That's The Way It Is,That's The Way It Is
Elvis Presley,You'll Never Walk Alone,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,Who Am I?,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,Let Us Pray,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,(There'll Be) Peace In The Valley,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,We Call On Him,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,Sing You Children,You'll Never Walk Alone,You'll Never Walk Alone
Elvis Presley,Snowbird,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,Tomorrow Never Comes,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,Little Cabin On The Hill,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,Whole Lotta Shakin' Goin' On,Elvis: As Recorded Live On Stage In Memphis,Elvis: As Recorded Live On Stage In Memphis
Elvis Presley,Funny How Time Slips Away,Elvis: As Recorded At Madison Square Garden,Elvis: As Recorded At Madison Square Garden
Elvis Presley,I Really Don't Want To Know,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,There Goes My Everything,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,"It's Your Baby, You Rock It","Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,The Fool,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,Faded Love,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,I Washed My Hands In Muddy Water,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,Make The World Go Away,"Elvis Country (I'm 10,000 Years Old)","Elvis Country (I'm 10,000 Years Old)"
Elvis Presley,When I'm Over You,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,If I Were You,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,Got My Mojo Working,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,Heart Of Rome,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,Only Believe,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,This Is Our Dance,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,"Cindy, Cindy",Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,I'll Never Know,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,It Ain't No Big Thing (But It's Growing),Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,Life,Love Letters From Elvis,Love Letters From Elvis
Elvis Presley,C'mon Everybody,C'mon Everybody,C'mon Everybody
Elvis Presley,Angel,C'mon Everybody,C'mon Everybody
Elvis Presley,"Easy Come, Easy Go",C'mon Everybody,C'mon Everybody
Elvis Presley,Follow That Dream,C'mon Everybody,C'mon Everybody
Elvis Presley,King Of The Whole Wide World,C'mon Everybody,C'mon Everybody
Elvis Presley,I'll Take Love,C'mon Everybody,C'mon Everybody
Elvis Presley,"Today, Tomorrow And Forever",C'mon Everybody,C'mon Everybody
Elvis Presley,I'm Not The Marrying Kind,C'mon Everybody,C'mon Everybody
Elvis Presley,This Is Living,C'mon Everybody,C'mon Everybody
Elvis Presley,I Got Lucky,I Got Lucky,I Got Lucky
Elvis Presley,What A Wonderful Life,I Got Lucky,I Got Lucky
Elvis Presley,I Need Somebody To Lean On,I Got Lucky,I Got Lucky
Elvis Presley,Yoga Is As Yoga Does,I Got Lucky,I Got Lucky
Elvis Presley,Riding The Rainbow,I Got Lucky,I Got Lucky
Elvis Presley,Fools Fall In Love,I Got Lucky,I Got Lucky
Elvis Presley,The Love Machine,I Got Lucky,I Got Lucky
Elvis Presley,Home Is Where The Heart Is,I Got Lucky,I Got Lucky
Elvis Presley,You Gotta Stop,I Got Lucky,I Got Lucky
Elvis Presley,If You Think I Don't Need You,I Got Lucky,I Got Lucky
Elvis Presley,"O Come, All Ye Faithful",Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,The First Noel,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,On A Snowy Christmas Night,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,Winter Wonderland,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,It Won't Seem Like Christmas,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,I'll Be Home On Christmas Day,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
Elvis Presley,If I Get Home On Christmas Day,Elvis Sings The Wonderful World Of Christmas,Elvis Sings The Wonderful World Of Christmas
